treatment,replicate,environment,sites,site_usage,norm_site_usage
c50,c50__rep_7,nand-not+,h-alloc|swap|nop-C|inc|push|nop-B|if-label|swap-stk|jmp-head|nop-C|sub|shift-l|h-search|if-less|get-head|get-head|set-flow|IO|set-flow|shift-l|push|set-flow|add|h-copy|push|shift-r|dec|if-label|shift-r|dec|h-search|shift-r|nand|sub|add|nop-C|h-divide|swap|if-less|swap|set-flow|swap-stk|inc|shift-l|swap-stk|if-label|h-alloc|if-label|inc|IO|nand|IO-Sense|swap|pop|add|dec|IO|get-head|shift-l|shift-r|if-n-equ|add|if-n-equ|h-search|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|h-copy|mov-head|nop-A,1|1|0|1|1|0|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|15|15|15|15|0|1|14|14|14|0,0.00621118012422|0.00621118012422|0.0|0.00621118012422|0.00621118012422|0.0|0.00621118012422|0.00621118012422|0.00621118012422|0.0|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.0|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.0|0.00621118012422|0.00621118012422|0.00621118012422|0.0|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.0931677018634|0.0931677018634|0.0931677018634|0.0931677018634|0.0|0.00621118012422|0.0869565217391|0.0869565217391|0.0869565217391|0.0
c50,c50__rep_7,nand+not-,h-alloc|swap|nop-C|inc|push|nop-B|if-label|swap-stk|jmp-head|nop-C|sub|shift-l|h-search|if-less|get-head|get-head|set-flow|IO|set-flow|shift-l|push|set-flow|add|h-copy|push|shift-r|dec|if-label|shift-r|dec|h-search|shift-r|nand|sub|add|nop-C|h-divide|swap|if-less|swap|set-flow|swap-stk|inc|shift-l|swap-stk|if-label|h-alloc|if-label|inc|IO|nand|IO-Sense|swap|pop|add|dec|IO|get-head|shift-l|shift-r|if-n-equ|add|if-n-equ|h-search|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|h-copy|mov-head|nop-A,1|1|0|1|1|0|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|15|15|15|15|0|1|14|14|14|0,0.00621118012422|0.00621118012422|0.0|0.00621118012422|0.00621118012422|0.0|0.00621118012422|0.00621118012422|0.00621118012422|0.0|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.0|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.0|0.00621118012422|0.00621118012422|0.00621118012422|0.0|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.00621118012422|0.0931677018634|0.0931677018634|0.0931677018634|0.0931677018634|0.0|0.00621118012422|0.0869565217391|0.0869565217391|0.0869565217391|0.0
c50,c50__rep_41,nand+not-,h-alloc|add|set-flow|nop-A|mov-head|nop-C|dec|dec|IO|push|h-search|if-n-equ|set-flow|nop-B|set-flow|IO-Sense|nop-A|shift-l|nop-C|h-search|IO|nop-C|pop|IO|if-n-equ|nand|IO-Sense|sub|pop|nand|IO|sub|add|if-label|inc|IO|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|mov-head|nop-A,1|1|1|0|1|0|1|1|1|1|1|1|0|1|1|1|0|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|7|7|7|7|7|7|7|7|0|1|6|0,0.0106382978723|0.0106382978723|0.0106382978723|0.0|0.0106382978723|0.0|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0|0.0106382978723|0.0106382978723|0.0106382978723|0.0|0.0106382978723|0.0|0.0106382978723|0.0106382978723|0.0|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0744680851064|0.0744680851064|0.0744680851064|0.0744680851064|0.0744680851064|0.0744680851064|0.0744680851064|0.0744680851064|0.0|0.0106382978723|0.063829787234|0.0
c50,c50__rep_41,nand-not+,h-alloc|add|set-flow|nop-A|mov-head|nop-C|dec|dec|IO|push|h-search|if-n-equ|set-flow|nop-B|set-flow|IO-Sense|nop-A|shift-l|nop-C|h-search|IO|nop-C|pop|IO|if-n-equ|nand|IO-Sense|sub|pop|nand|IO|sub|add|if-label|inc|IO|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|mov-head|nop-A,1|1|1|0|1|0|1|1|1|1|1|1|0|1|1|1|0|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|7|7|7|7|7|7|7|7|0|1|6|0,0.0106382978723|0.0106382978723|0.0106382978723|0.0|0.0106382978723|0.0|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0|0.0106382978723|0.0106382978723|0.0106382978723|0.0|0.0106382978723|0.0|0.0106382978723|0.0106382978723|0.0|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0106382978723|0.0744680851064|0.0744680851064|0.0744680851064|0.0744680851064|0.0744680851064|0.0744680851064|0.0744680851064|0.0744680851064|0.0|0.0106382978723|0.063829787234|0.0
c50,c50__rep_36,nand+not-,h-divide|h-alloc|nop-C|swap|nop-C|sub|set-flow|mov-head|nop-C|if-n-equ|pop|h-copy|IO|h-search|shift-r|nand|shift-r|shift-l|h-copy|nop-C|shift-l|nop-A|nop-C|nop-C|add|push|shift-r|h-search|nop-C|jmp-head|set-flow|sub|nop-A|h-search|nop-C|shift-l|h-search|nop-B|push|h-search|add|pop|nop-C|IO|nop-B|shift-r|h-search|nop-B|jmp-head|pop|swap|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|mov-head|shift-r|add|shift-l|nop-A,2|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|0|1|0|1|0|1|1|0|1|1|1|1|0|1|0|1|1|0|1|0|1|1|8|8|8|8|8|8|8|8|8|7|1|1|1|0,0.0162601626016|0.00813008130081|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.0|0.00813008130081|0.0|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.0650406504065|0.0650406504065|0.0650406504065|0.0650406504065|0.0650406504065|0.0650406504065|0.0650406504065|0.0650406504065|0.0650406504065|0.0569105691057|0.00813008130081|0.00813008130081|0.00813008130081|0.0
c50,c50__rep_36,nand-not+,h-divide|h-alloc|nop-C|swap|nop-C|sub|set-flow|mov-head|nop-C|if-n-equ|pop|h-copy|IO|h-search|shift-r|nand|shift-r|shift-l|h-copy|nop-C|shift-l|nop-A|nop-C|nop-C|add|push|shift-r|h-search|nop-C|jmp-head|set-flow|sub|nop-A|h-search|nop-C|shift-l|h-search|nop-B|push|h-search|add|pop|nop-C|IO|nop-B|shift-r|h-search|nop-B|jmp-head|pop|swap|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|mov-head|shift-r|add|shift-l|nop-A,2|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|0|1|0|1|0|1|1|0|1|1|1|1|0|1|0|1|1|0|1|0|1|1|8|8|8|8|8|8|8|8|8|7|1|1|1|0,0.0162601626016|0.00813008130081|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.0|0.00813008130081|0.0|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.0|0.00813008130081|0.0|0.00813008130081|0.00813008130081|0.0650406504065|0.0650406504065|0.0650406504065|0.0650406504065|0.0650406504065|0.0650406504065|0.0650406504065|0.0650406504065|0.0650406504065|0.0569105691057|0.00813008130081|0.00813008130081|0.00813008130081|0.0
c50,c50__rep_25,nand-not+,h-alloc|swap-stk|set-flow|nop-A|mov-head|nop-C|IO-Sense|nop-B|swap|nop-C|h-alloc|h-divide|nop-A|nop-C|IO|dec|swap-stk|dec|dec|shift-r|h-alloc|if-label|h-divide|shift-l|swap-stk|dec|add|nop-B|if-less|get-head|IO|pop|shift-l|set-flow|set-flow|nop-C|shift-r|pop|set-flow|sub|nop-C|h-search|push|h-copy|set-flow|IO|shift-r|sub|IO-Sense|dec|IO-Sense|dec|nop-A|if-n-equ|shift-r|dec|swap|get-head|h-search|shift-l|inc|nand|nand|nop-B|swap-stk|shift-l|push|inc|shift-r|nand|push|IO|if-label|shift-r|shift-r|IO-Sense|h-search|if-less|inc|IO-Sense|get-head|h-search|swap|set-flow|h-search|get-head|h-alloc|pop|swap-stk|inc|set-flow|sub|h-search|jmp-head|h-search|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|h-copy|h-copy|h-copy|mov-head|nop-A|nop-B,1|1|1|0|1|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|16|16|16|16|0|0|1|15|15|15|15|15|0|0,0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.0|0.00446428571429|0.0|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0714285714286|0.0714285714286|0.0714285714286|0.0714285714286|0.0|0.0|0.00446428571429|0.0669642857143|0.0669642857143|0.0669642857143|0.0669642857143|0.0669642857143|0.0|0.0
c50,c50__rep_25,nand+not-,h-alloc|swap-stk|set-flow|nop-A|mov-head|nop-C|IO-Sense|nop-B|swap|nop-C|h-alloc|h-divide|nop-A|nop-C|IO|dec|swap-stk|dec|dec|shift-r|h-alloc|if-label|h-divide|shift-l|swap-stk|dec|add|nop-B|if-less|get-head|IO|pop|shift-l|set-flow|set-flow|nop-C|shift-r|pop|set-flow|sub|nop-C|h-search|push|h-copy|set-flow|IO|shift-r|sub|IO-Sense|dec|IO-Sense|dec|nop-A|if-n-equ|shift-r|dec|swap|get-head|h-search|shift-l|inc|nand|nand|nop-B|swap-stk|shift-l|push|inc|shift-r|nand|push|IO|if-label|shift-r|shift-r|IO-Sense|h-search|if-less|inc|IO-Sense|get-head|h-search|swap|set-flow|h-search|get-head|h-alloc|pop|swap-stk|inc|set-flow|sub|h-search|jmp-head|h-search|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|h-copy|h-copy|h-copy|mov-head|nop-A|nop-B,1|1|1|0|1|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|16|16|16|16|0|0|1|15|15|15|15|15|0|0,0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.0|0.00446428571429|0.0|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.00446428571429|0.0714285714286|0.0714285714286|0.0714285714286|0.0714285714286|0.0|0.0|0.00446428571429|0.0669642857143|0.0669642857143|0.0669642857143|0.0669642857143|0.0669642857143|0.0|0.0
c50,c50__rep_17,nand+not-,h-alloc|h-divide|set-flow|nop-A|mov-head|nop-C|h-copy|inc|add|add|shift-r|IO|sub|inc|h-divide|h-alloc|nop-A|h-divide|set-flow|set-flow|nop-A|nop-B|nand|shift-l|shift-r|sub|nop-C|nop-B|h-search|swap-stk|inc|swap|shift-l|if-label|h-copy|add|swap-stk|if-less|h-search|dec|h-alloc|push|shift-r|nop-A|jmp-head|dec|IO-Sense|IO|nop-C|push|h-divide|if-less|h-copy|shift-r|IO|nand|IO-Sense|set-flow|nop-C|swap|sub|if-less|IO|shift-l|nop-A|shift-r|sub|shift-l|push|shift-r|h-alloc|nand|h-divide|IO|pop|swap|IO-Sense|pop|nop-C|inc|IO-Sense|push|set-flow|sub|IO-Sense|nop-B|IO|nand|IO|h-search|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|mov-head|nop-A|nop-B,1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|0|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|17|17|17|17|17|17|0|0|1|16|16|0|0,0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0798122065728|0.0798122065728|0.0798122065728|0.0798122065728|0.0798122065728|0.0798122065728|0.0|0.0|0.00469483568075|0.075117370892|0.075117370892|0.0|0.0
c50,c50__rep_17,nand-not+,h-alloc|h-divide|set-flow|nop-A|mov-head|nop-C|h-copy|inc|add|add|shift-r|IO|sub|inc|h-divide|h-alloc|nop-A|h-divide|set-flow|set-flow|nop-A|nop-B|nand|shift-l|shift-r|sub|nop-C|nop-B|h-search|swap-stk|inc|swap|shift-l|if-label|h-copy|add|swap-stk|if-less|h-search|dec|h-alloc|push|shift-r|nop-A|jmp-head|dec|IO-Sense|IO|nop-C|push|h-divide|if-less|h-copy|shift-r|IO|nand|IO-Sense|set-flow|nop-C|swap|sub|if-less|IO|shift-l|nop-A|shift-r|sub|shift-l|push|shift-r|h-alloc|nand|h-divide|IO|pop|swap|IO-Sense|pop|nop-C|inc|IO-Sense|push|set-flow|sub|IO-Sense|nop-B|IO|nand|IO|h-search|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|mov-head|nop-A|nop-B,1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|0|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|17|17|17|17|17|17|0|0|1|16|16|0|0,0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.00469483568075|0.0798122065728|0.0798122065728|0.0798122065728|0.0798122065728|0.0798122065728|0.0798122065728|0.0|0.0|0.00469483568075|0.075117370892|0.075117370892|0.0|0.0
c50,c50__rep_19,nand-not+,h-alloc|h-search|set-flow|nop-A|mov-head|nop-C|h-copy|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|mov-head|h-copy|push|nop-B|h-copy|h-divide,1|1|1|0|1|0|1|1|3|3|3|3|3|3|3|2|1|1|0|1|1,0.030303030303|0.030303030303|0.030303030303|0.0|0.030303030303|0.0|0.030303030303|0.030303030303|0.0909090909091|0.0909090909091|0.0909090909091|0.0909090909091|0.0909090909091|0.0909090909091|0.0909090909091|0.0606060606061|0.030303030303|0.030303030303|0.0|0.030303030303|0.030303030303
c50,c50__rep_19,nand+not-,h-alloc|h-search|set-flow|nop-A|mov-head|nop-C|h-copy|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|mov-head|h-copy|push|nop-B|h-copy|h-divide,1|1|1|0|1|0|1|1|3|3|3|3|3|3|3|2|1|1|0|1|1,0.030303030303|0.030303030303|0.030303030303|0.0|0.030303030303|0.0|0.030303030303|0.030303030303|0.0909090909091|0.0909090909091|0.0909090909091|0.0909090909091|0.0909090909091|0.0909090909091|0.0909090909091|0.0606060606061|0.030303030303|0.030303030303|0.0|0.030303030303|0.030303030303
c50,c50__rep_13,nand-not+,inc|IO-Sense|h-alloc|set-flow|nop-A|get-head|shift-r|IO-Sense|shift-l|mov-head|nop-C|h-search|IO|sub|nop-B|h-divide|nand|nop-C|dec|shift-r|IO-Sense|if-less|set-flow|swap-stk|if-label|IO|sub|dec|swap|sub|IO-Sense|set-flow|h-alloc|pop|sub|add|nand|shift-r|nand|IO|h-search|h-divide|shift-l|nop-B|swap-stk|dec|h-copy|if-n-equ|add|nand|swap|h-search|nop-B|dec|if-n-equ|h-alloc|h-alloc|shift-l|pop|if-less|nop-B|h-alloc|get-head|shift-l|nop-A|inc|get-head|shift-l|if-label|IO|if-n-equ|if-n-equ|shift-l|sub|pop|h-alloc|IO|IO-Sense|h-divide|nop-C|h-alloc|IO|swap|dec|nop-B|swap-stk|swap|h-search|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|h-copy|mov-head|nop-A|nop-B,1|1|1|1|0|1|1|1|1|1|0|1|1|1|0|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|17|17|17|17|17|0|0|1|16|16|16|0|0,0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.0|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.0|0.00471698113208|0.00471698113208|0.00471698113208|0.0|0.00471698113208|0.00471698113208|0.0|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.0|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.0|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.0|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.0|0.00471698113208|0.00471698113208|0.00471698113208|0.0|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.00471698113208|0.0|0.00471698113208|0.00471698113208|0.00471698113208|0.0801886792453|0.0801886792453|0.0801886792453|0.0801886792453|0.0801886792453|0.0|0.0|0.00471698113208|0.0754716981132|0.0754716981132|0.0754716981132|0.0|0.0
