treatment,replicate,update,environment,population_size,genotype_diversity,0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
cycle-200-unrestricted,10,20000,nand+not-,3591,7.772835,1093,1287,0,0,0,1011,0,0,0,0,196,4,0,0,0,0
cycle-200-unrestricted,10,21000,nand-not+,3597,7.822553,1373,745,0,0,2,5,0,0,0,0,1452,18,0,0,0,2
cycle-200-unrestricted,10,22000,nand+not-,3571,7.788337,1025,1027,0,0,0,1201,0,0,0,0,308,0,0,0,0,10
cycle-200-unrestricted,10,23000,nand-not+,3499,7.775039,1084,175,0,0,0,367,0,0,0,0,1860,0,0,0,0,13
cycle-200-unrestricted,10,24000,nand+not-,3525,7.746095,1265,25,0,0,0,1571,0,0,0,0,479,169,0,0,0,16
cycle-200-unrestricted,10,25000,nand-not+,3532,7.801115,1263,0,0,0,0,534,0,0,0,0,1670,2,0,0,0,63
cycle-200-unrestricted,10,26000,nand+not-,3533,7.757463,1466,0,0,0,0,1720,0,0,0,0,341,0,0,0,0,6
cycle-200-unrestricted,10,27000,nand-not+,3446,7.731108,1239,0,0,0,0,660,0,0,0,0,1506,0,0,0,0,41
cycle-200-unrestricted,10,28000,nand+not-,3546,7.757537,1542,0,0,0,0,1382,0,0,0,0,622,0,0,0,0,0
cycle-200-unrestricted,10,29000,nand-not+,3465,7.726606,1355,0,0,0,0,927,0,0,0,0,1183,0,0,0,0,0
cycle-200-unrestricted,10,3000,nand-not+,3598,7.795050,3472,0,0,0,0,4,0,0,0,0,122,0,0,0,0,0
cycle-200-unrestricted,10,30000,nand+not-,3477,7.738846,1308,0,0,0,0,1666,0,0,0,0,502,0,0,0,0,1
cycle-200-unrestricted,10,31000,nand-not+,3493,7.756302,1238,0,0,0,0,570,0,0,0,0,1683,0,0,0,0,2
cycle-200-unrestricted,10,32000,nand+not-,3506,7.746443,1076,0,0,0,0,1354,0,0,0,0,1076,0,0,0,0,0
cycle-200-unrestricted,10,33000,nand-not+,3462,7.816805,1254,0,0,0,0,791,0,0,0,0,1417,0,0,0,0,0
cycle-200-unrestricted,10,34000,nand+not-,3492,7.820230,1152,0,0,0,0,1391,0,0,0,0,949,0,0,0,0,0
cycle-200-unrestricted,10,35000,nand-not+,3522,7.824790,1146,0,0,0,0,784,0,0,0,0,1591,0,0,0,0,1
cycle-200-unrestricted,10,36000,nand+not-,3518,7.826787,1014,0,0,0,0,1520,0,0,0,0,971,0,0,0,0,13
cycle-200-unrestricted,10,37000,nand-not+,3535,7.874244,1118,0,0,0,0,478,0,0,0,0,1930,0,0,0,0,9
cycle-200-unrestricted,10,38000,nand+not-,3485,7.894149,1074,0,0,0,0,1295,0,0,0,0,1111,0,0,0,0,5
cycle-200-unrestricted,10,39000,nand-not+,3528,7.885977,936,0,0,0,0,527,0,0,0,0,2060,0,0,0,0,5
cycle-200-unrestricted,10,4000,nand+not-,3600,7.829588,3466,0,0,0,0,131,0,0,0,0,3,0,0,0,0,0
cycle-200-unrestricted,10,40000,nand+not-,3559,7.925009,1043,1,0,0,0,1990,0,0,0,0,518,0,0,0,0,7
cycle-200-unrestricted,10,41000,nand-not+,3496,7.882554,1080,0,0,0,0,737,0,0,0,0,1674,0,0,0,0,5
cycle-200-unrestricted,10,42000,nand+not-,3567,7.922404,1196,0,0,0,0,1986,0,0,0,0,383,0,0,0,0,2
cycle-200-unrestricted,10,43000,nand-not+,3584,7.904609,1715,0,0,0,0,407,0,0,0,0,1435,0,0,0,0,27
cycle-200-unrestricted,10,44000,nand+not-,3529,7.881150,1431,0,0,0,0,1542,0,0,0,0,551,0,0,0,0,5
cycle-200-unrestricted,10,45000,nand-not+,3531,7.916721,1155,0,0,0,0,438,0,0,0,0,1913,0,0,0,0,25
cycle-200-unrestricted,10,46000,nand+not-,3441,7.938455,1193,0,0,0,0,1591,0,0,0,0,654,0,0,0,0,3
cycle-200-unrestricted,10,47000,nand-not+,3551,7.937947,1355,0,0,0,0,351,0,0,0,0,1833,0,0,0,0,12
cycle-200-unrestricted,10,48000,nand+not-,3484,7.949547,1304,0,0,0,0,1543,0,0,0,0,631,0,0,0,0,6
cycle-200-unrestricted,10,49000,nand-not+,3500,7.940645,1327,2,1,0,0,742,0,0,0,0,1421,0,0,0,0,7
cycle-200-unrestricted,10,5000,nand-not+,3596,7.818729,3573,0,0,0,0,5,0,0,0,0,18,0,0,0,0,0
cycle-200-unrestricted,10,50000,nand+not-,3462,7.915568,1234,0,0,0,0,1419,0,0,0,0,805,0,0,0,0,4
cycle-200-unrestricted,10,51000,nand-not+,3500,7.941113,1189,0,0,0,0,494,0,0,0,0,1800,0,0,0,0,17
cycle-200-unrestricted,10,52000,nand+not-,3475,7.915215,1221,4,0,0,0,1629,0,0,0,0,606,2,0,0,0,13
cycle-200-unrestricted,10,53000,nand-not+,3450,7.928633,1135,2,0,0,0,938,0,0,0,0,1367,0,0,0,0,8
cycle-200-unrestricted,10,54000,nand+not-,3441,7.932161,1244,0,0,0,0,1188,0,0,0,0,1005,0,0,0,0,4
cycle-200-unrestricted,10,55000,nand-not+,3497,7.909703,1436,1,0,0,0,530,0,0,0,0,1527,0,0,0,0,3
cycle-200-unrestricted,10,56000,nand+not-,3487,7.908301,1300,1,0,0,0,1471,0,0,0,0,715,0,0,0,0,0
cycle-200-unrestricted,10,57000,nand-not+,3434,7.906715,1244,0,0,0,1,998,0,0,45,0,1145,0,0,0,0,1
cycle-200-unrestricted,10,58000,nand+not-,3480,7.968518,1300,0,0,0,0,1455,0,0,1,0,724,0,0,0,0,0
cycle-200-unrestricted,10,59000,nand-not+,3501,7.999247,1261,0,0,0,0,801,0,0,0,0,1433,5,0,0,0,1
cycle-200-unrestricted,10,6000,nand+not-,3596,7.831988,3561,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,10,60000,nand+not-,3459,7.961013,1214,0,0,0,0,1186,0,0,0,0,1058,0,0,0,0,1
cycle-200-unrestricted,10,61000,nand-not+,3499,7.997493,1331,0,0,0,1,774,0,0,0,0,1391,0,0,0,0,2
cycle-200-unrestricted,10,62000,nand+not-,3418,7.920148,1383,2,0,0,1,1579,0,0,0,0,452,0,0,0,0,1
cycle-200-unrestricted,10,63000,nand-not+,3466,7.924631,1292,2,0,0,1,731,0,0,5,0,1433,0,0,0,0,2
cycle-200-unrestricted,10,64000,nand+not-,3457,7.900405,976,0,0,0,1,1603,0,0,3,0,863,0,0,4,0,7
cycle-200-unrestricted,10,65000,nand-not+,3500,7.922662,1235,0,0,0,0,207,0,0,0,0,2057,0,0,0,0,1
cycle-200-unrestricted,10,66000,nand+not-,3520,7.948365,1451,1,0,0,0,1453,0,0,0,0,613,0,0,0,0,2
cycle-200-unrestricted,10,67000,nand-not+,3447,7.937425,1396,1,0,0,1,440,0,0,0,0,1608,0,0,0,0,1
cycle-200-unrestricted,10,68000,nand+not-,3452,7.970078,1258,73,0,0,2,1296,0,0,0,0,816,1,0,0,0,6
cycle-200-unrestricted,10,69000,nand-not+,3462,7.969076,1290,29,0,0,0,677,0,0,0,0,1463,0,0,0,0,3
cycle-200-unrestricted,10,7000,nand-not+,3598,7.827591,3594,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,10,70000,nand+not-,3527,7.952436,1445,304,0,0,0,922,0,0,0,0,852,0,0,0,0,4
cycle-200-unrestricted,10,71000,nand-not+,3473,7.950133,1151,95,0,0,2,512,0,0,0,0,1693,0,0,0,0,20
cycle-200-unrestricted,10,72000,nand+not-,3475,7.969413,1111,5,0,0,0,1381,0,0,0,0,956,0,0,0,0,22
cycle-200-unrestricted,10,73000,nand-not+,3511,7.983281,1074,0,0,0,0,462,0,0,0,0,1970,0,0,0,0,5
cycle-200-unrestricted,10,74000,nand+not-,3509,7.890175,1214,0,0,0,1,1677,0,0,0,0,614,0,0,0,0,3
cycle-200-unrestricted,10,75000,nand-not+,3513,7.893413,1249,0,0,0,0,785,0,0,0,1,1478,0,0,0,0,0
cycle-200-unrestricted,10,76000,nand+not-,3519,7.876103,1110,0,0,0,0,1889,0,0,0,0,520,0,0,0,0,0
cycle-200-unrestricted,10,77000,nand-not+,3524,7.931181,1061,0,0,0,0,398,0,0,0,0,2064,0,0,0,0,1
cycle-200-unrestricted,10,78000,nand+not-,3482,7.885305,929,0,0,0,0,1587,0,0,0,0,933,0,0,0,0,33
cycle-200-unrestricted,10,79000,nand-not+,3515,7.900014,1068,0,0,0,0,876,0,0,0,0,1562,0,0,0,0,9
cycle-200-unrestricted,10,8000,nand+not-,3598,7.785614,3562,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,10,80000,nand+not-,3500,7.912682,1028,0,0,0,0,1695,0,0,0,0,773,0,0,0,0,4
cycle-200-unrestricted,10,81000,nand-not+,3463,7.884697,924,0,0,0,0,746,0,0,0,0,1793,0,0,0,0,0
cycle-200-unrestricted,10,82000,nand+not-,3422,7.842948,965,0,0,0,0,1830,0,0,0,0,627,0,0,0,0,0
cycle-200-unrestricted,10,83000,nand-not+,3503,7.837770,1013,0,0,0,0,639,0,0,0,0,1851,0,0,0,0,0
cycle-200-unrestricted,10,84000,nand+not-,3461,7.820790,940,0,0,0,0,1843,0,0,0,0,676,0,0,0,0,2
cycle-200-unrestricted,10,85000,nand-not+,3458,7.832297,984,2,0,0,0,744,0,0,0,0,1728,0,0,0,0,0
cycle-200-unrestricted,10,86000,nand+not-,3483,7.854679,977,101,0,0,0,2022,0,0,0,0,383,0,0,0,0,0
cycle-200-unrestricted,10,87000,nand-not+,3497,7.847060,940,0,0,0,0,682,0,0,0,0,1869,0,0,0,0,6
cycle-200-unrestricted,10,88000,nand+not-,3489,7.840310,936,0,0,0,0,1572,0,0,0,0,981,0,0,0,0,0
cycle-200-unrestricted,10,89000,nand-not+,3536,7.836936,1015,0,0,0,0,505,0,0,0,0,2016,0,0,0,0,0
cycle-200-unrestricted,10,9000,nand-not+,3599,7.819604,3535,0,0,0,0,9,0,0,0,0,55,0,0,0,0,0
cycle-200-unrestricted,10,90000,nand+not-,3526,7.845255,890,0,0,0,0,2317,0,0,0,0,318,0,0,0,0,1
cycle-200-unrestricted,10,91000,nand-not+,3462,7.841313,985,0,0,0,0,657,0,0,0,0,1817,0,0,0,0,3
cycle-200-unrestricted,10,92000,nand+not-,3496,7.844501,902,0,0,0,0,1919,0,0,0,0,669,0,0,0,0,6
cycle-200-unrestricted,10,93000,nand-not+,3557,7.913848,947,0,0,0,0,520,0,0,0,0,2090,0,0,0,0,0
cycle-200-unrestricted,10,94000,nand+not-,3498,7.913973,997,0,0,0,0,1696,0,0,0,0,804,0,0,0,0,1
cycle-200-unrestricted,10,95000,nand-not+,3496,7.943105,1060,0,0,0,0,773,0,0,0,0,1660,0,0,0,0,3
cycle-200-unrestricted,10,96000,nand+not-,3442,7.927612,987,0,0,0,0,1470,0,0,0,0,982,0,0,0,0,3
cycle-200-unrestricted,10,97000,nand-not+,3415,7.853958,994,0,0,0,0,1168,0,0,0,0,1239,0,0,0,0,14
cycle-200-unrestricted,10,98000,nand+not-,3440,7.859685,1114,0,0,0,0,1509,0,0,0,0,785,0,0,0,0,32
cycle-200-unrestricted,10,99000,nand-not+,3505,7.926824,896,0,0,0,0,762,0,0,0,0,1798,0,0,0,0,49
cycle-200-unrestricted,2,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,2,1000,nand-not+,3599,7.860653,3589,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
cycle-200-unrestricted,2,10000,nand+not-,3576,7.994366,1072,171,4,3,6,12,2,3,203,2027,14,3,1,15,1,39
cycle-200-unrestricted,2,100000,nand+not-,3581,7.964358,1238,260,1,2,3,32,1,0,174,1821,5,1,0,26,0,17
cycle-200-unrestricted,2,11000,nand-not+,3584,7.982525,1084,104,3,0,9,19,1,1,320,1948,19,14,0,12,0,50
cycle-200-unrestricted,2,12000,nand+not-,3582,7.990487,1102,209,1,4,3,14,3,0,235,1923,7,7,0,29,0,45
cycle-200-unrestricted,2,13000,nand-not+,3571,7.982063,1097,141,3,1,4,27,2,3,374,1802,37,13,0,22,0,45
cycle-200-unrestricted,2,14000,nand+not-,3586,7.985172,1110,231,1,0,0,46,7,1,241,1892,5,2,1,22,0,27
cycle-200-unrestricted,2,15000,nand-not+,3582,7.984777,1102,154,4,3,0,21,0,1,424,1795,12,14,0,19,1,32
cycle-200-unrestricted,2,16000,nand+not-,3580,7.976355,1104,261,2,1,4,29,3,0,233,1862,5,3,0,51,0,22
cycle-200-unrestricted,2,17000,nand-not+,3592,7.969674,1011,170,2,2,2,45,3,2,487,1791,16,13,0,20,0,28
cycle-200-unrestricted,2,18000,nand+not-,3580,7.982247,1071,260,4,0,0,43,2,4,288,1815,8,2,0,42,1,40
cycle-200-unrestricted,2,19000,nand-not+,3592,7.986039,1038,180,0,1,3,25,3,1,461,1814,17,8,2,24,0,15
cycle-200-unrestricted,2,2000,nand+not-,3598,7.842560,3386,0,0,0,0,208,0,0,0,0,4,0,0,0,0,0
cycle-200-unrestricted,2,20000,nand+not-,3580,7.973322,1086,287,0,0,2,19,5,2,252,1837,9,5,1,40,0,35
cycle-200-unrestricted,2,21000,nand-not+,3580,7.988044,1058,173,0,1,3,24,4,1,430,1806,20,5,0,27,0,28
cycle-200-unrestricted,2,22000,nand+not-,3588,7.984431,1088,331,1,2,2,60,4,1,228,1793,4,2,1,54,0,17
cycle-200-unrestricted,2,23000,nand-not+,3581,7.980338,1047,179,1,0,0,28,1,0,423,1795,21,3,1,54,0,28
cycle-200-unrestricted,2,24000,nand+not-,3583,7.963126,1127,287,0,0,1,40,7,0,206,1798,9,14,0,79,0,15
cycle-200-unrestricted,2,25000,nand-not+,3587,7.971850,1162,152,1,0,1,19,0,0,415,1774,8,14,2,26,1,12
cycle-200-unrestricted,2,26000,nand+not-,3581,7.966128,1174,255,2,1,5,39,2,0,180,1835,10,4,1,50,0,23
cycle-200-unrestricted,2,27000,nand-not+,3586,7.997259,1155,166,3,0,1,31,10,1,412,1712,15,9,2,43,0,26
cycle-200-unrestricted,2,28000,nand+not-,3589,7.992849,1156,295,1,0,3,37,4,3,188,1772,10,6,1,95,0,18
cycle-200-unrestricted,2,29000,nand-not+,3582,7.999516,1183,163,3,0,4,23,6,0,391,1728,26,3,0,37,0,15
cycle-200-unrestricted,2,3000,nand-not+,3595,7.830886,3344,0,0,0,0,41,0,0,0,0,210,0,0,0,0,0
cycle-200-unrestricted,2,30000,nand+not-,3584,7.990013,1186,311,3,2,1,40,5,0,189,1746,5,7,1,76,0,12
cycle-200-unrestricted,2,31000,nand-not+,3587,8.016058,1205,149,3,2,3,27,5,2,383,1688,20,10,0,67,0,23
cycle-200-unrestricted,2,32000,nand+not-,3583,7.986963,1183,328,2,1,5,36,1,1,200,1751,3,4,0,49,0,19
cycle-200-unrestricted,2,33000,nand-not+,3590,8.001715,1179,156,2,0,1,30,3,0,385,1755,11,13,0,39,0,16
cycle-200-unrestricted,2,34000,nand+not-,3585,7.978779,1208,255,2,1,3,29,3,0,194,1798,11,7,0,58,0,16
cycle-200-unrestricted,2,35000,nand-not+,3583,7.988894,1225,165,4,2,2,33,3,1,343,1733,9,5,2,40,0,16
cycle-200-unrestricted,2,36000,nand+not-,3581,7.991480,1184,306,2,2,3,36,6,0,198,1748,13,9,0,51,0,23
cycle-200-unrestricted,2,37000,nand-not+,3587,7.980770,1184,159,1,0,1,21,7,1,296,1838,27,16,0,14,0,22
cycle-200-unrestricted,2,38000,nand+not-,3587,7.979415,1185,251,0,1,4,40,4,2,191,1828,10,7,0,44,0,20
cycle-200-unrestricted,2,39000,nand-not+,3587,7.990747,1209,167,2,0,2,38,2,0,345,1762,7,6,0,27,0,20
cycle-200-unrestricted,2,4000,nand+not-,3598,7.827043,3067,0,0,0,0,503,0,0,0,0,18,0,0,0,0,10
cycle-200-unrestricted,2,40000,nand+not-,3580,7.986780,1186,248,0,0,1,32,6,1,197,1834,7,4,0,45,0,19
cycle-200-unrestricted,2,41000,nand-not+,3583,7.985180,1219,171,3,0,3,24,3,0,381,1706,20,9,0,30,0,14
cycle-200-unrestricted,2,42000,nand+not-,3578,7.987973,1216,272,0,0,4,29,2,3,214,1802,4,4,0,21,0,7
cycle-200-unrestricted,2,43000,nand-not+,3586,7.994829,1209,162,1,1,2,20,1,2,410,1702,24,9,1,30,0,12
cycle-200-unrestricted,2,44000,nand+not-,3588,7.994511,1198,230,2,2,0,26,6,0,219,1805,12,21,0,45,0,22
cycle-200-unrestricted,2,45000,nand-not+,3582,7.988419,1214,131,2,2,2,24,3,0,404,1696,23,21,0,47,1,12
cycle-200-unrestricted,2,46000,nand+not-,3586,7.980654,1192,239,8,1,5,32,3,3,211,1762,12,12,1,91,0,14
cycle-200-unrestricted,2,47000,nand-not+,3579,7.977386,1211,184,2,0,6,27,8,2,309,1752,11,17,0,31,0,19
cycle-200-unrestricted,2,48000,nand+not-,3584,7.984415,1210,280,2,2,2,31,2,0,246,1710,15,6,2,56,0,20
cycle-200-unrestricted,2,49000,nand-not+,3590,7.982664,1197,126,4,0,7,30,6,1,352,1770,25,3,0,56,0,13
cycle-200-unrestricted,2,5000,nand-not+,3592,7.795084,2253,1,0,0,0,141,0,0,0,0,1180,6,0,0,0,11
cycle-200-unrestricted,2,50000,nand+not-,3586,7.988865,1170,296,0,1,3,36,6,3,215,1772,11,3,2,44,0,24
cycle-200-unrestricted,2,51000,nand-not+,3584,7.999106,1181,155,1,1,3,26,1,0,386,1778,5,7,0,24,0,16
cycle-200-unrestricted,2,52000,nand+not-,3583,7.995239,1253,254,0,1,2,31,3,1,230,1701,15,2,1,76,0,13
cycle-200-unrestricted,2,53000,nand-not+,3586,8.001180,1285,152,6,0,4,20,3,0,407,1616,12,8,0,46,2,25
cycle-200-unrestricted,2,54000,nand+not-,3581,7.982583,1281,325,2,0,2,33,6,0,240,1640,10,5,0,25,0,12
cycle-200-unrestricted,2,55000,nand-not+,3582,8.006326,1176,146,0,1,4,22,5,2,357,1769,17,16,0,40,0,27
cycle-200-unrestricted,2,56000,nand+not-,3581,7.994712,1207,249,1,0,6,26,3,1,182,1810,5,2,0,61,0,28
cycle-200-unrestricted,2,57000,nand-not+,3584,7.991364,1239,173,1,0,4,21,3,0,378,1690,19,2,0,37,0,17
cycle-200-unrestricted,2,58000,nand+not-,3586,7.990397,1247,279,1,2,2,25,5,1,214,1734,4,3,1,46,1,21
cycle-200-unrestricted,2,59000,nand-not+,3573,7.994005,1210,134,3,0,4,28,2,3,419,1688,13,13,0,32,0,24
cycle-200-unrestricted,2,6000,nand+not-,3570,7.772918,1238,34,4,0,3,1574,0,0,599,1,110,0,0,1,0,6
cycle-200-unrestricted,2,60000,nand+not-,3587,7.999847,1227,287,0,0,6,33,4,1,238,1716,5,4,1,48,0,17
cycle-200-unrestricted,2,61000,nand-not+,3583,8.006578,1277,128,4,0,5,18,1,0,457,1597,17,7,0,49,0,23
cycle-200-unrestricted,2,62000,nand+not-,3587,7.991916,1248,275,1,0,3,26,7,3,233,1701,10,8,0,50,0,22
cycle-200-unrestricted,2,63000,nand-not+,3581,7.993021,1250,142,0,0,2,16,2,0,370,1706,21,2,0,59,0,11
cycle-200-unrestricted,2,64000,nand+not-,3581,7.985270,1195,273,5,0,2,21,6,1,215,1743,11,7,2,72,0,28
cycle-200-unrestricted,2,65000,nand-not+,3590,7.982160,1171,166,6,1,6,39,5,3,463,1603,12,17,0,57,0,41
cycle-200-unrestricted,2,66000,nand+not-,3587,7.986699,1190,251,2,0,2,25,10,0,234,1779,8,4,1,54,0,27
cycle-200-unrestricted,2,67000,nand-not+,3585,7.964625,1225,122,1,1,1,20,3,0,401,1743,8,7,0,32,0,21
cycle-200-unrestricted,2,68000,nand+not-,3585,7.978675,1163,261,3,0,2,42,6,0,221,1778,8,2,0,70,0,29
cycle-200-unrestricted,2,69000,nand-not+,3584,7.955334,1118,159,3,0,5,27,5,0,377,1823,3,6,0,24,0,34
cycle-200-unrestricted,2,7000,nand-not+,3521,7.722934,1033,26,8,0,3,1169,1,0,859,155,248,3,0,6,0,10
cycle-200-unrestricted,2,70000,nand+not-,3577,7.990190,1247,273,1,2,0,26,4,1,232,1710,9,7,0,32,0,33
cycle-200-unrestricted,2,71000,nand-not+,3584,7.991754,1219,159,1,2,0,21,2,0,366,1738,11,5,0,35,0,25
cycle-200-unrestricted,2,72000,nand+not-,3582,7.973018,1181,292,1,0,2,33,6,0,208,1779,9,2,0,36,0,33
cycle-200-unrestricted,2,73000,nand-not+,3588,7.985839,1222,142,1,0,2,24,3,0,380,1721,21,4,0,30,0,38
cycle-200-unrestricted,2,74000,nand+not-,3593,7.965945,1157,275,3,0,0,18,5,0,228,1849,4,1,1,27,0,25
cycle-200-unrestricted,2,75000,nand-not+,3582,7.980542,1228,140,6,0,0,15,3,1,426,1702,10,2,2,22,0,25
cycle-200-unrestricted,2,76000,nand+not-,3578,7.981805,1194,281,0,1,1,35,5,1,202,1794,7,2,0,32,0,23
cycle-200-unrestricted,2,77000,nand-not+,3581,7.989675,1249,150,0,0,4,27,3,0,363,1725,10,3,0,24,0,23
cycle-200-unrestricted,2,78000,nand+not-,3586,7.996396,1249,287,4,0,0,36,4,0,216,1694,11,2,0,61,1,21
cycle-200-unrestricted,2,79000,nand-not+,3585,7.978227,1226,127,2,0,5,15,6,1,348,1782,18,4,0,22,0,29
cycle-200-unrestricted,2,8000,nand+not-,3538,7.937127,1023,138,5,0,7,362,5,2,369,1460,77,3,1,29,0,57
cycle-200-unrestricted,2,80000,nand+not-,3581,8.002881,1165,272,4,1,2,28,4,2,222,1789,10,2,0,53,0,27
cycle-200-unrestricted,2,81000,nand-not+,3590,8.004477,1237,149,0,0,2,17,7,3,368,1725,14,10,0,27,0,31
cycle-200-unrestricted,2,82000,nand+not-,3582,7.993146,1215,299,1,0,2,43,3,0,220,1709,5,4,1,54,0,26
cycle-200-unrestricted,2,83000,nand-not+,3588,7.993667,1243,174,2,0,0,19,5,1,385,1694,18,5,0,15,0,27
cycle-200-unrestricted,2,84000,nand+not-,3578,7.961889,1154,283,0,0,6,32,5,2,190,1823,7,2,1,51,0,22
cycle-200-unrestricted,2,85000,nand-not+,3585,7.983130,1250,146,3,0,1,16,3,0,333,1739,20,5,0,22,0,47
cycle-200-unrestricted,2,86000,nand+not-,3569,7.996038,1250,266,0,0,5,39,4,0,191,1723,5,1,4,58,0,23
cycle-200-unrestricted,2,87000,nand-not+,3593,7.999528,1259,170,2,0,3,21,2,0,404,1655,11,14,0,30,0,22
cycle-200-unrestricted,2,88000,nand+not-,3587,7.981911,1256,271,1,1,0,22,5,1,207,1750,4,1,1,49,0,18
cycle-200-unrestricted,2,89000,nand-not+,3585,7.978431,1267,136,2,0,0,17,0,0,350,1715,10,7,1,57,0,23
cycle-200-unrestricted,2,9000,nand-not+,3575,8.012601,1034,89,2,2,11,46,3,1,291,1968,30,7,1,49,0,41
cycle-200-unrestricted,2,90000,nand+not-,3577,7.988057,1231,235,0,0,2,34,2,2,220,1787,8,7,0,37,0,12
cycle-200-unrestricted,2,91000,nand-not+,3576,7.964010,1202,148,1,0,1,20,0,0,347,1803,12,9,0,16,0,17
cycle-200-unrestricted,2,92000,nand+not-,3578,7.971741,1193,245,0,1,3,20,4,0,207,1821,10,4,0,43,0,27
cycle-200-unrestricted,2,93000,nand-not+,3583,7.993979,1242,165,0,0,2,18,5,1,324,1765,18,4,0,24,0,15
cycle-200-unrestricted,2,94000,nand+not-,3586,7.962721,1197,283,0,0,5,26,4,0,209,1792,10,0,0,37,0,23
cycle-200-unrestricted,2,95000,nand-not+,3585,7.977042,1226,147,0,0,2,28,0,0,380,1733,15,6,1,22,0,25
cycle-200-unrestricted,2,96000,nand+not-,3577,7.986954,1263,271,2,1,2,23,4,0,172,1717,7,13,0,90,0,12
cycle-200-unrestricted,2,97000,nand-not+,3588,7.976028,1206,131,0,0,4,29,3,0,357,1798,3,3,0,29,0,25
cycle-200-unrestricted,2,98000,nand+not-,3590,7.961866,1195,303,0,0,1,22,2,0,190,1814,6,2,0,27,0,28
cycle-200-unrestricted,2,99000,nand-not+,3584,7.983991,1213,148,4,1,2,33,6,1,363,1744,11,1,0,28,0,29
cycle-200-unrestricted,8,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,8,1000,nand-not+,3600,7.862405,3599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,8,10000,nand+not-,3600,7.793269,2642,399,0,0,4,523,0,0,0,0,29,3,0,0,0,0
cycle-200-unrestricted,8,100000,nand+not-,3599,7.764603,1162,723,33,1,5,29,0,0,38,1503,75,19,0,9,0,2
cycle-200-unrestricted,8,11000,nand-not+,3589,7.776726,1439,275,18,0,2,6,2,0,56,328,1369,74,0,1,2,17
cycle-200-unrestricted,8,12000,nand+not-,3559,7.716827,1274,840,20,1,8,134,1,1,12,524,464,232,1,30,6,11
cycle-200-unrestricted,8,13000,nand-not+,3547,7.663840,1173,241,27,0,6,30,3,1,87,1559,289,108,0,13,1,9
cycle-200-unrestricted,8,14000,nand+not-,3553,7.672713,1178,262,37,0,8,34,4,1,33,1818,92,68,0,14,1,3
cycle-200-unrestricted,8,15000,nand-not+,3548,7.670332,1113,103,40,0,7,17,3,0,99,1899,201,60,0,3,1,2
cycle-200-unrestricted,8,16000,nand+not-,3558,7.657378,1178,257,49,1,5,40,1,0,43,1843,80,53,0,3,1,4
cycle-200-unrestricted,8,17000,nand-not+,3566,7.722011,1227,136,41,0,3,16,2,0,61,1756,236,81,1,6,0,0
cycle-200-unrestricted,8,18000,nand+not-,3557,7.689989,1131,270,40,8,3,22,7,0,53,1803,131,64,0,23,0,2
cycle-200-unrestricted,8,19000,nand-not+,3562,7.722812,1135,124,47,2,5,12,10,0,74,1648,376,109,0,8,0,12
cycle-200-unrestricted,8,2000,nand+not-,3599,7.841103,3294,0,0,0,0,304,0,0,0,0,1,0,0,0,0,0
cycle-200-unrestricted,8,20000,nand+not-,3563,7.686330,1159,217,30,3,9,13,4,1,28,1937,119,34,0,6,1,2
cycle-200-unrestricted,8,21000,nand-not+,3574,7.695076,1140,137,49,1,4,15,2,0,72,1739,327,80,0,4,2,2
cycle-200-unrestricted,8,22000,nand+not-,3553,7.681499,1083,237,43,5,3,23,5,0,39,1876,154,61,0,20,3,1
cycle-200-unrestricted,8,23000,nand-not+,3572,7.700724,1230,113,31,1,7,11,2,0,81,1705,332,57,0,1,1,0
cycle-200-unrestricted,8,24000,nand+not-,3572,7.699988,1183,284,42,0,10,55,3,0,30,1775,123,49,0,14,1,3
cycle-200-unrestricted,8,25000,nand-not+,3573,7.702253,1190,122,48,2,3,15,2,0,140,1655,335,53,0,4,1,3
cycle-200-unrestricted,8,26000,nand+not-,3571,7.719044,1206,327,39,1,10,22,3,0,25,1753,133,42,1,6,1,2
cycle-200-unrestricted,8,27000,nand-not+,3579,7.720893,1196,117,38,0,1,25,2,0,55,1725,298,112,1,7,2,0
cycle-200-unrestricted,8,28000,nand+not-,3573,7.697178,1191,319,40,1,10,24,3,1,37,1781,118,30,0,18,0,0
cycle-200-unrestricted,8,29000,nand-not+,3574,7.719075,1187,110,39,2,0,9,7,0,136,1713,311,57,1,1,0,1
cycle-200-unrestricted,8,3000,nand-not+,3599,7.853647,3591,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
cycle-200-unrestricted,8,30000,nand+not-,3571,7.741282,1233,400,46,0,6,52,4,0,29,1654,104,36,0,3,0,4
